run,duration,connections,workload,flags,kernel,mitigations,mtu,node,core_id,num_threads,size,pin_queues,bw_avg,bw_min,bw_max,bw_std,bw_samples,perf_cycles,perf_kcycles,perf_instructions,perf_L1-misses,perf_LLC-misses,perf_branch-misses,perf_task-clock,perf_scale,perf_IPC,perf_CPUs,perf_GHz
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,1048576,True,7966112531.692307,7950303232,7974420480,6430555.713304929,26,0.4609,0.4600,0.1718,0.0338,0.0083,0.0033,0.1255,238580400128,0.3727,0.9989,3.6732
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,1048576,True,6849943709.538462,6829375488,6857687040,7494409.704577167,26,0.5729,0.5719,0.2463,0.0340,0.0091,0.0045,0.1560,205185351680,0.4298,0.9992,3.6723
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,1048576,True,6847380829.230769,6815996784,6885998592,14678724.323929546,26,0.5727,0.5725,0.2483,0.0340,0.0089,0.0045,0.1560,205202128896,0.4335,0.9988,3.6724
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,524288,True,7525468632.615385,7502561280,7534542848,8464849.461472448,26,0.4878,0.4861,0.1844,0.0343,0.0096,0.0036,0.1328,225427062784,0.3779,0.9672,3.6730
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,524288,True,7514452131.84,7496794112,7521959936,7445214.503783646,25,0.4886,0.4868,0.1840,0.0343,0.0095,0.0036,0.1330,225057964032,0.3766,0.9988,3.6729
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,524288,True,6593163579.076923,6574571520,6602358784,7389171.8547768835,26,0.5760,0.5741,0.2202,0.0343,0.0102,0.0042,0.1569,197509775360,0.3823,0.9684,3.6721
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,524288,True,6626458656.16,6609174528,6643777536,8476398.753861263,25,0.5733,0.5731,0.2213,0.0342,0.0099,0.0042,0.1561,198491242496,0.3860,0.9980,3.6724
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,262144,True,7071166627.84,7057965056,7078674432,6299699.397399693,25,0.5193,0.5172,0.2066,0.0352,0.0073,0.0041,0.1414,211787186176,0.3978,0.9977,3.6731
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,262144,True,7135224135.68,7116161024,7143686144,7321478.715690719,25,0.5146,0.5119,0.2044,0.0353,0.0071,0.0040,0.1401,213708177408,0.3971,0.9988,3.6731
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,262144,True,6142180720.64,6128140288,6149373952,6065937.390723296,25,0.6081,0.6052,0.2270,0.0354,0.0099,0.0044,0.1656,183970562048,0.3732,0.9677,3.6724
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,262144,True,6197052702.72,6176636928,6211239936,8781259.002815902,25,0.6027,0.6024,0.2259,0.0351,0.0097,0.0044,0.1641,185631506432,0.3748,0.9678,3.6725
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,131072,True,6640848580.923077,6625296384,6649413632,8498786.967627091,26,0.5529,0.5485,0.2330,0.0364,0.0058,0.0047,0.1505,198927450112,0.4214,0.9673,3.6732
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,131072,True,6805328817.230769,6794903552,6812598272,6395953.1386646,26,0.5395,0.5350,0.2272,0.0362,0.0058,0.0045,0.1469,203851563008,0.4211,0.9673,3.6732
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,131072,True,5706579968.0,5694554112,5715132416,6270856.944656926,24,0.6490,0.6436,0.2471,0.0366,0.0092,0.0049,0.1767,170909499392,0.3808,0.9991,3.6726
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,131072,True,5812440947.68,5800329216,5817630720,5606433.794765486,25,0.6371,0.6366,0.2421,0.0362,0.0092,0.0048,0.1735,174105559040,0.3800,0.9675,3.6725
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,65536,True,6059018158.08,6044516352,6066208768,7088596.734007824,25,0.6061,0.5986,0.2740,0.0382,0.0056,0.0056,0.1650,181479145472,0.4521,0.9990,3.6732
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,65536,True,6009915864.615385,5992546304,6015418368,6295064.716517358,26,0.6109,0.6049,0.2771,0.0384,0.0055,0.0056,0.1663,180027916288,0.4536,0.9673,3.6732
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,65536,True,5166374281.846154,5152571392,5171249152,5196455.096328559,26,0.7137,0.7040,0.2874,0.0385,0.0090,0.0058,0.1943,154769817600,0.4027,0.9675,3.6726
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,65536,True,5468356608.0,5452136448,5473763328,5439890.372513487,26,0.6744,0.6736,0.2664,0.0373,0.0095,0.0054,0.1836,163787571200,0.3950,0.9675,3.6726
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,32768,True,5411892302.769231,5398102016,5416976384,4968521.678580711,26,0.6785,0.6691,0.3354,0.0405,0.0055,0.0070,0.1847,162109849600,0.4944,0.9673,3.6732
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,32768,True,5484794347.52,5473763328,5490180096,4690160.934482697,25,0.6695,0.6610,0.3295,0.0406,0.0055,0.0067,0.1823,164282499072,0.4921,0.9990,3.6731
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,32768,True,4483143434.24,4462510080,4497768448,10568129.475955622,25,0.8208,0.8039,0.3639,0.0417,0.0094,0.0074,0.2235,134276448256,0.4433,0.9978,3.6728
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,32768,True,5022510158.769231,4996890624,5027168256,6664294.956708071,26,0.7327,0.7314,0.3130,0.0389,0.0100,0.0065,0.1995,150432907264,0.4271,0.9674,3.6729
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,16384,True,4384000573.44,4372840448,4387258368,4048559.4808652825,25,0.8375,0.8232,0.4578,0.0445,0.0057,0.0097,0.2280,131315269632,0.5466,0.9978,3.6731
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,16384,True,4604626206.72,4585996288,4615438336,7639770.368197261,25,0.7983,0.7862,0.4404,0.0435,0.0058,0.0090,0.2173,137766109184,0.5517,0.9978,3.6732
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,16384,True,3995918966.1538463,3779395584,4008755200,43444164.44595453,26,0.9180,0.9003,0.4539,0.0453,0.0108,0.0093,0.2500,119118233600,0.4944,0.9608,3.6727
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,16384,True,4262270035.04,4249141248,4334026752,19357411.51182448,25,0.8603,0.8579,0.4162,0.0425,0.0107,0.0087,0.2342,127993380864,0.4838,0.9978,3.6730
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,8192,True,3588904172.3076925,3139616768,3668410368,144594793.06627685,26,1.0024,0.9834,0.6464,0.0314,0.0068,0.0139,0.2729,107416125440,0.6448,0.9470,3.6732
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,8192,True,3509027143.68,3490365440,3520094208,7556752.831412554,25,1.0464,1.0284,0.6598,0.0328,0.0068,0.0136,0.2849,105109258240,0.6306,0.9978,3.6733
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,8192,True,2875364588.3076925,2853076992,2894929920,9729507.660186775,26,1.2750,1.2464,0.7354,0.0472,0.0121,0.0152,0.3472,86310387712,0.5767,0.9674,3.6729
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,8192,True,3866876696.32,3683075932,3887161344,37969031.17888277,25,0.9479,0.9442,0.5296,0.0396,0.0126,0.0112,0.2581,115284639744,0.5587,0.9923,3.6729
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,4096,True,2406374768.64,2000494592,2549899264,151470140.33759025,25,1.4792,1.4452,1.0889,0.0305,0.0073,0.0236,0.4027,71261224960,0.7361,0.9564,3.6731
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,4096,True,2416047554.56,2399580160,2445602816,12326644.243225629,25,1.5181,1.4842,1.1001,0.0325,0.0072,0.0227,0.4133,72452407296,0.7246,0.9979,3.6733
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,4096,True,2270753587.2,2203279360,2308362240,28823145.563574698,25,1.6166,1.5680,1.1202,0.0457,0.0146,0.0231,0.4401,67595403264,0.6929,0.9911,3.6730
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,4096,True,2867512753.230769,2124536372,3107113216,332612608.01223713,26,1.1860,1.1791,0.8246,0.0404,0.0138,0.0175,0.3229,85832237056,0.6953,0.8951,3.6730


# BW fluctuates from here

0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,2048,True,1493403254.1538463,1482153984,1515587584,7342196.802068289,26,2.4528,2.3863,1.9651,0.0354,0.0077,0.0431,0.6677,44845498368,0.8012,0.9674,3.6732
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,2048,True,921692081.2307693,482054144,1627416576,319615064.013598,26,2.1944,2.1295,1.8369,0.0352,0.0081,0.0377,0.5975,29402071040,0.8371,0.5675,3.6727
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,2048,True,1401439625.8461537,1387667456,1410025472,5171861.48724859,26,2.6194,2.5243,2.0650,0.0546,0.0146,0.0428,0.7131,42001760256,0.7883,0.9674,3.6732
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,2048,True,1978591887.36,1966221312,1995958272,7109012.495810105,25,1.8533,1.8387,1.5147,0.0464,0.0146,0.0327,0.5045,59357790208,0.8173,0.9979,3.6731
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,1024,True,732126129.2307693,120070144,945643520,321564540.84270275,26,3.9480,3.8205,3.5692,0.0379,0.0074,0.0785,1.0748,22011707392,0.9040,0.7643,3.6734
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,1024,True,937151212.3076923,931657728,939802624,1753581.7463188518,26,3.9174,3.7837,3.4977,0.0451,0.0074,0.0724,1.0664,28085059584,0.8929,0.9676,3.6734
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,1024,True,828702680.6153846,825957376,830787584,1139437.6717433599,26,4.4297,4.2393,3.8685,0.0686,0.0144,0.0804,1.2060,24838668288,0.8733,0.9676,3.6731
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,1024,True,1345454161.92,1337723904,1356275712,4784905.30820628,25,2.7269,2.7000,2.6800,0.0484,0.0141,0.0581,0.7424,40340815872,0.9828,0.9980,3.6731
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,512,True,497188548.9230769,494482944,498610688,1135025.60180644,26,7.3835,7.1314,6.9366,0.0508,0.0074,0.1533,2.0098,14906556416,0.9395,0.9678,3.6737
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,512,True,536376893.44,534011904,537939968,1128372.4548912414,25,6.8442,6.5826,6.5575,0.0582,0.0071,0.1355,1.8631,16072572928,0.9581,0.9979,3.6736
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,512,True,483645065.84615386,482217472,485030912,643277.5535499487,26,7.5891,7.2062,7.2926,0.0911,0.0112,0.1512,2.0661,14495514624,0.9609,0.9675,3.6732
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,512,True,644760915.0769231,75949352,894541824,333308321.7272068,26,4.1575,4.1024,4.8884,0.0589,0.0101,0.1055,1.1319,19545456640,1.1758,0.7147,3.6732
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,256,True,264622818.46153846,263716864,265013760,302997.28954781994,26,13.8809,13.3801,13.4403,0.0753,0.0067,0.2971,3.7772,7935623168,0.9683,0.9683,3.6749
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,256,True,287222251.52,286326528,288199424,407653.04263828276,25,12.7841,12.2733,12.6879,0.0822,0.0065,0.2614,3.4792,8606711808,0.9925,0.9980,3.6744
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,256,True,259199192.6153846,258417664,259580416,278347.0334488499,26,14.1758,13.4226,14.1576,0.1369,0.0109,0.2933,3.8582,7767851008,0.9987,0.9682,3.6742
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,256,True,470349223.38461536,468559872,471052032,647717.7526429641,26,7.8061,7.7012,9.5573,0.0611,0.0103,0.2069,2.1250,14092861440,1.2243,0.9674,3.6734
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,128,True,135470217.84615386,134859264,135671808,213040.3374827067,26,27.1106,26.1224,26.3253,0.1204,0.0073,0.5878,7.3767,4060086272,0.9710,0.9676,3.6751
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,128,True,148859116.30769232,148484992,149247872,184993.8100749838,26,24.6740,23.6577,24.8474,0.1104,0.0067,0.5149,6.7132,4462739456,1.0070,0.9679,3.6754
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,128,True,133742321.23076923,133296896,133931392,149097.05765561617,26,27.4659,25.8263,27.7714,0.1981,0.0111,0.5775,7.4739,4009754624,1.0111,0.9681,3.6749
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,128,True,249449457.23076922,248548608,249938304,338369.63340523466,26,14.7198,14.4864,18.6551,0.0733,0.0105,0.4041,4.0063,7482638336,1.2673,0.9685,3.6742
0,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,64,True,69602788.92307693,69427904,69653376,62291.17370550556,26,52.7881,50.8327,51.7288,0.2090,0.0085,1.1708,14.3621,2088763392,0.9799,0.9691,3.6755
0,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,64,True,76360068.92307693,76131712,76488256,74667.37659623053,26,48.1137,46.0783,48.9576,0.2397,0.0074,1.0205,13.0902,2290089984,1.0175,0.9684,3.6755
0,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,64,True,68823086.76923077,68683968,68951040,79706.05553884932,26,53.3622,50.4220,54.7072,0.3711,0.0103,1.1466,14.5188,2063597568,1.0252,0.9679,3.6754
0,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,64,True,126338377.84615384,125936448,126451776,129987.70945560504,26,29.0807,28.6565,36.2454,0.1191,0.0105,0.8113,7.9129,3791650816,1.2464,0.9693,3.6751
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,1048576,True,7969429258.24,7945060352,7989100544,10796891.293549186,25,0.4606,0.4599,0.1720,0.0338,0.0084,0.0033,0.1254,238748172288,0.3733,0.9993,3.6731
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,1048576,True,8008184627.2,7993294848,8013217792,5171085.262061758,25,0.4585,0.4577,0.1718,0.0338,0.0084,0.0033,0.1248,239838691328,0.3746,0.9992,3.6731
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,1048576,True,6848290185.846154,6832521216,6857687040,8875956.879375635,26,0.5730,0.5719,0.2462,0.0340,0.0091,0.0045,0.1560,205143408640,0.4297,0.9992,3.6723
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,1048576,True,6789828902.153846,5429085612,6851395584,272490728.60464495,26,0.5737,0.5735,0.2489,0.0339,0.0089,0.0046,0.1562,203599904768,0.4338,0.9926,3.6724
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,524288,True,7531837521.92,7516717056,7537164288,5254778.322185947,25,0.4875,0.4858,0.1844,0.0343,0.0096,0.0036,0.1327,225578057728,0.3782,0.9978,3.6731
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,524288,True,7538800066.56,7521435648,7543455744,5691981.151470789,25,0.4870,0.4853,0.1841,0.0343,0.0095,0.0036,0.1326,225796161536,0.3779,0.9989,3.6731
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,524288,True,6600382621.538462,6584008704,6608125952,6297011.826973178,26,0.5754,0.5735,0.2201,0.0343,0.0102,0.0042,0.1567,197727879168,0.3825,0.9683,3.6722
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,524288,True,6617825280.0,6591873024,6626476032,10994913.906248387,26,0.5739,0.5736,0.2213,0.0342,0.0099,0.0042,0.1563,198231195648,0.3856,0.9683,3.6723
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,262144,True,7103447040.0,7083655168,7108034560,6148788.983237994,26,0.5169,0.5152,0.2059,0.0352,0.0071,0.0041,0.1407,212777041920,0.3983,0.9673,3.6732
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,262144,True,7145158183.384615,7126384640,7150764032,5664549.068217135,26,0.5139,0.5111,0.2042,0.0353,0.0072,0.0040,0.1399,214026944512,0.3974,0.9673,3.6732
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,262144,True,6218150051.84,6209929216,6221987840,3708669.674762245,25,0.6009,0.5978,0.2268,0.0354,0.0097,0.0044,0.1636,186227097600,0.3774,0.9680,3.6730
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,262144,True,6193246371.84,6185287680,6202589184,5953326.600681564,25,0.6031,0.6028,0.2257,0.0351,0.0097,0.0044,0.1642,185505677312,0.3743,0.9678,3.6726
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,131072,True,6752879852.307693,6724780032,6761086976,8268018.0616375925,26,0.5437,0.5401,0.2286,0.0363,0.0060,0.0046,0.1480,202291281920,0.4205,0.9673,3.6731
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,131072,True,6781619908.923077,6758072320,6790447104,8663341.509445297,26,0.5413,0.5371,0.2271,0.0362,0.0059,0.0045,0.1474,203155308544,0.4196,0.9672,3.6732
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,131072,True,5798300221.44,5788532736,5802688512,3839513.91144125,25,0.6389,0.6335,0.2413,0.0364,0.0095,0.0048,0.1739,173660962816,0.3777,0.9677,3.6727
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,131072,True,5909854341.6,5886836736,5917114368,9043426.118411256,25,0.6266,0.6261,0.2357,0.0359,0.0095,0.0047,0.1706,175808446464,0.3762,0.9610,3.6724
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,65536,True,6059072905.846154,6040715264,6066864128,8403803.137161117,26,0.6059,0.5981,0.2738,0.0382,0.0055,0.0056,0.1650,181512699904,0.4518,0.9673,3.6731
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,65536,True,5962109873.230769,5942673408,5969674240,8598581.656730335,26,0.6158,0.6104,0.2778,0.0385,0.0054,0.0056,0.1677,178585075712,0.4512,0.9673,3.6732
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,65536,True,5073875259.076923,5045747712,5109514240,11463844.39667635,26,0.7261,0.7162,0.2948,0.0388,0.0091,0.0059,0.1977,152119017472,0.4061,0.9674,3.6727
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,65536,True,5335684017.230769,5320212480,5344002048,7603608.336806152,26,0.6909,0.6901,0.2772,0.0378,0.0091,0.0056,0.1881,159870091264,0.4013,0.9674,3.6728
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,32768,True,5224103936.0,5197692928,5249859584,12985993.477403663,26,0.7025,0.6925,0.3470,0.0411,0.0054,0.0072,0.1912,156564979712,0.4939,0.9673,3.6731
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,32768,True,5410405744.64,5394399232,5420810240,9628673.125517832,25,0.6787,0.6703,0.3345,0.0408,0.0055,0.0068,0.1848,162076295168,0.4928,0.9992,3.6731
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,32768,True,4589241580.307693,4549574656,4607672320,14334487.495583504,26,0.8017,0.7876,0.3508,0.0412,0.0098,0.0072,0.2183,137480896512,0.4375,0.9674,3.6728
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,32768,True,5008662374.769231,4986077184,5017436160,8260475.63866859,26,0.7344,0.7330,0.3124,0.0390,0.0099,0.0065,0.1999,150063808512,0.4254,0.9672,3.6729
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,16384,True,4391896930.461538,4375527424,4421074944,15199285.70152289,26,0.8356,0.8216,0.4582,0.0443,0.0056,0.0097,0.2275,131625648128,0.5484,0.9673,3.6732
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,16384,True,4706768423.384615,4695392256,4712038400,4807764.994778368,26,0.7800,0.7685,0.4301,0.0433,0.0058,0.0088,0.2124,140995723264,0.5514,0.9673,3.6732
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,16384,True,3691901243.076923,3671212032,3725410304,11884156.305887874,26,0.9948,0.9741,0.4976,0.0468,0.0104,0.0102,0.2709,110679293952,0.5002,0.9674,3.6727
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,16384,True,4201929768.96,4182638592,4210753536,9181521.187346144,25,0.8748,0.8724,0.4250,0.0429,0.0108,0.0089,0.2382,125862674432,0.4859,0.9978,3.6729
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,8192,True,3392706402.4615383,3374096384,3424485376,13538585.87274398,26,1.0810,1.0619,0.6814,0.0331,0.0068,0.0146,0.2943,101745426432,0.6304,0.9673,3.6733
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,8192,True,3447530417.230769,3432816640,3456212992,5188772.530746186,26,1.0648,1.0459,0.6763,0.0344,0.0067,0.0139,0.2899,103297318912,0.6351,0.9674,3.6731
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,8192,True,3030580302.769231,2498076672,3168575488,233429013.82740194,26,1.1622,1.1357,0.6729,0.0441,0.0129,0.0138,0.3164,90798292992,0.5789,0.9277,3.6727
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,8192,True,3817306521.6,3805790208,3839852544,7215085.013974452,25,0.9621,0.9581,0.5412,0.0404,0.0115,0.0114,0.2619,114378670080,0.5625,0.9978,3.6729
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,4096,True,2295219650.56,2279698432,2317647872,10725013.509528065,25,1.5979,1.5632,1.1520,0.0321,0.0074,0.0251,0.4350,68828528640,0.7209,0.9989,3.6732
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,4096,True,2412279650.4615383,2400272384,2426937344,7305155.049609457,26,1.5207,1.4866,1.1026,0.0326,0.0071,0.0228,0.4140,72334966784,0.7250,0.9675,3.6731
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,4096,True,2057576775.68,2042580992,2069139456,7844984.436873601,25,1.7845,1.7345,1.2150,0.0497,0.0141,0.0252,0.4859,61647880192,0.6809,0.9989,3.6728
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,4096,True,2807801610.24,2792706048,2820820992,7547335.710869236,25,1.3080,1.3011,0.8924,0.0435,0.0131,0.0191,0.3561,84112572416,0.6822,0.9979,3.6731
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,2048,True,1450925922.4615386,1439404032,1460719616,6883263.126356017,26,2.5290,2.4635,2.0071,0.0346,0.0077,0.0441,0.6885,43494932480,0.7936,0.9674,3.6732
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,2048,True,1600776507.0769231,1582116864,1645043712,15071986.488362893,26,2.2866,2.2208,1.8664,0.0345,0.0075,0.0385,0.6225,48108666880,0.8163,0.9674,3.6735
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,2048,True,1329028096.0,1324523520,1331517440,1417752.9689720008,26,2.7628,2.6670,2.1357,0.0559,0.0148,0.0445,0.7522,39820722176,0.7730,0.9674,3.6731
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,2048,True,2122792644.9230769,2010759168,2215876608,65204591.2407546,26,1.7250,1.7115,1.4377,0.0435,0.0146,0.0309,0.4696,63778586624,0.8335,0.9674,3.6732
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,1024,True,919342158.7692307,915889152,923361280,1301731.980796127,26,3.9903,3.8629,3.5904,0.0391,0.0073,0.0789,1.0863,27573354496,0.8998,0.9676,3.6734
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,1024,True,826069622.1538461,85248000,1014055936,308048010.5836091,26,3.6911,3.5591,3.3837,0.0432,0.0073,0.0697,1.0048,24628953088,0.9167,0.7995,3.6735
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,1024,True,826476662.1538461,824635392,828235776,1235226.5939829606,26,4.4415,4.2517,3.8683,0.0690,0.0144,0.0805,1.2092,24771559424,0.8710,0.9676,3.6731
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,1024,True,1329573555.6923077,1318056960,1356309504,10439397.833769586,26,2.7564,2.7298,2.7024,0.0508,0.0141,0.0584,0.7504,39921385472,0.9804,0.9677,3.6732
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,512,True,497731780.9230769,496405504,498630144,600491.5349937482,26,7.3755,7.1230,6.9329,0.0517,0.0074,0.1531,2.0077,14923333632,0.9400,0.9679,3.6737
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,512,True,533760768.0,531061248,536194560,1554872.071485477,26,6.8767,6.6156,6.5675,0.0602,0.0072,0.1358,1.8718,16005464064,0.9550,0.9679,3.6738
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,512,True,486745856.0,484544000,489102336,1095484.985089393,26,7.5407,7.1665,7.2857,0.0841,0.0115,0.1510,2.0529,14587789312,0.9662,0.9674,3.6732
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,512,True,836145998.9230769,832719360,840086016,2588640.50665377,26,4.3904,4.3398,5.0005,0.0586,0.0101,0.1083,1.1952,25056772096,1.1390,0.9674,3.6732
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,256,True,263457654.15384614,262285056,264687872,821467.9443998967,26,13.9559,13.4532,13.4334,0.0710,0.0072,0.2970,3.7976,7885291520,0.9626,0.9674,3.6749
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,256,True,286807630.7692308,285690624,287327744,357195.02594653633,26,12.8080,12.2981,12.6859,0.0866,0.0069,0.2615,3.4854,8598323200,0.9905,0.9682,3.6747
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,256,True,259349484.30769232,258552064,259746048,303359.160151635,26,14.1607,13.4007,14.1530,0.1335,0.0113,0.2932,3.8541,7776239616,0.9995,0.9682,3.6742
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,256,True,466960925.53846157,464361216,468897792,1243354.9528673568,26,7.8612,7.7525,9.5644,0.0842,0.0103,0.2073,2.1399,14000586752,1.2167,0.9679,3.6736
1,30000,1,recv,------,6.15.0,True,9000,fn05,3,1,128,True,136974365.53846154,136077568,137356800,303762.3895270308,26,26.8245,25.8385,26.3782,0.1166,0.0069,0.5848,7.2984,4110417920,0.9834,0.9692,3.6754
1,30000,1,recv,RF----,6.15.0,True,9000,fn05,3,1,128,True,148918961.23076922,148225920,149252096,336513.65364965366,26,24.6747,23.6614,24.8996,0.1413,0.0071,0.5137,6.7136,4462739456,1.0091,0.9679,3.6753
1,30000,1,recv,RFB---,6.15.0,True,9000,fn05,3,1,128,True,129724258.46153846,129552768,129852160,82264.1410472906,26,28.3253,26.8186,27.8223,0.2178,0.0125,0.5892,7.7076,3892314112,0.9822,0.9692,3.6750
1,30000,1,recv,RFBM--,6.15.0,True,9000,fn05,3,1,128,True,249151015.3846154,248861184,249587712,181953.15160926557,26,14.7658,14.5263,18.5944,0.0765,0.0100,0.4053,4.0185,7457472512,1.2593,0.9681,3.6744
