run,datasize,batch,threads,physgb,virtgb,runfor,exmap,kernel,mitigations,node,ssd,ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,132,2124,50.8008,35.168,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,133,1966,50.4688,34.625,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,134,2008,50.8672,35.375,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,135,2011,50.5586,34.6406,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,136,2235,50.7031,34.5742,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,137,2015,50.7852,35.0156,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,138,2166,50.9453,34.8242,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,139,1877,50.8203,35.4531,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,140,2063,50.6836,35.6836,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,141,1926,50.8203,34.8711,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,142,2033,50.9922,35.082,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,143,2041,50.7109,34.7812,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,144,2110,50.7734,35.0117,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,145,2047,50.7539,35.6953,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,146,2047,50.8125,34.7383,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,147,1894,50.7617,35.1406,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,148,1982,50.6875,35.7109,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,149,2035,50.6758,35.0781,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,150,2118,50.6641,35.293,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,151,1919,50.8047,35.2539,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,152,1952,50.7188,35.2695,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,153,2153,50.8242,34.9375,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,154,2080,50.8555,35.5508,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,155,1878,50.7617,34.8242,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,156,2186,50.6992,35.0898,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,157,2012,50.8516,35.1055,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,158,2105,50.875,34.8867,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,159,1912,50.8672,34.1758,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,160,2040,50.8164,35.4258,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,161,1904,50.5508,35.5195,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,162,2109,50.875,34.9062,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,163,1934,50.8945,35.1484,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,164,2059,50.7773,35.1641,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,165,2031,50.7656,34.707,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,166,2013,50.7227,34.8242,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,167,2002,51.0859,34.9688,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,168,1933,50.7773,34.9062,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,169,2138,50.8242,35.5547,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,170,2028,50.8477,34.9492,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,171,2039,50.7383,36.0078,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,172,2126,50.5664,35.3359,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,173,1968,50.8281,35.1602,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,174,2061,50.9492,34.9492,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,175,1850,50.8672,34.7266,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,176,1993,50.8672,35.0977,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,177,2069,50.918,34.5781,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,178,2000,50.668,35.0078,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,179,2061,50.5273,34.9531,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,180,2158,50.8633,34.6367,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,181,2056,50.793,35.3789,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,182,2182,50.7305,35.0859,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,183,2130,50.6875,34.6328,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,184,2030,50.9375,34.5586,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,185,2081,50.6719,35.1289,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,186,1928,50.7852,34.168,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,187,1964,51.0117,35.4531,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,188,2057,50.918,35.3164,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,189,1999,50.8477,35.3633,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,190,2006,50.7891,35.9258,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,191,2007,50.707,35.8281,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,192,2052,50.7734,35.7773,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,193,2043,50.8008,35.4023,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,194,1972,51.0625,35.625,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,195,1953,50.8047,34.9883,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,196,2100,50.8477,34.8047,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,197,2194,50.8516,35.2734,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,198,2016,50.7305,35.3477,vmcache,1,100,tpcc,128
0,100,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,199,2159,50.7227,34.8008,vmcache,1,100,tpcc,128
