run,core_id,tcp,reg_ring,reg_fds,reg_bufs,napi,setup_mode,ping_size,resp_delay,duration,num_threads,pin_queues,rx_queue,kernel,mitigations,mtu,node,avg,min,max,std,samples
2,8,False,True,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29280.166666666668,28370,32140,1194.2856884161158,240
2,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20645.958333333332,20420,20980,164.81529539827977,240
2,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20645.958333333332,20420,20980,164.81529539827977,240
2,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23466.333333333332,22810,25770,681.461582841534,240
2,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23466.333333333332,22810,25770,681.461582841534,240
2,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25428.083333333332,24840,28010,856.5573495426653,240
2,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25428.083333333332,24840,28010,856.5573495426653,240
2,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29375.791666666668,28430,32080,1169.7810507087308,240
2,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29375.791666666668,28430,32080,1169.7810507087308,240
2,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,21264.291666666668,20820,21960,234.26729377050384,240
2,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,21264.291666666668,20820,21960,234.26729377050384,240
2,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,24177.5,23480,26520,642.5661444551837,240
2,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,24177.5,23480,26520,642.5661444551837,240
2,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25890.791666666668,25250,28190,687.8061426961492,240
2,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25890.791666666668,25250,28190,687.8061426961492,240
2,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29702.0,28830,32540,1095.788224673606,240
2,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29702.0,28830,32540,1095.788224673606,240
2,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,24094.208333333332,23770,25260,239.22487314356664,240
2,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,24094.208333333332,23770,25260,239.22487314356664,240
2,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,24519.125,24050,25730,524.1744153507813,240
2,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,24519.125,24050,25730,524.1744153507813,240
2,8,False,True,True,True,True,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,18759.916666666668,18600,18950,86.27954405432507,240
2,8,False,True,True,True,True,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,18759.916666666668,18600,18950,86.27954405432507,240
2,8,False,True,True,True,True,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,19191.583333333332,19050,19380,79.95827905157094,240
2,8,False,True,True,True,True,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,19191.583333333332,19050,19380,79.95827905157094,240
3,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20817.291666666668,20540,21370,213.64241525788418,240
3,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20817.291666666668,20540,21370,213.64241525788418,240
3,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23383.791666666668,22860,25750,459.30858174422224,240
3,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23383.791666666668,22860,25750,459.30858174422224,240
3,8,False,False,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25481.25,25010,27950,600.3305513076386,240
3,8,False,False,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25481.25,25010,27950,600.3305513076386,240
3,8,False,False,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29219.791666666668,28390,32090,1095.0283283689766,240
3,8,False,False,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29219.791666666668,28390,32090,1095.0283283689766,240
3,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20878.833333333332,20590,21500,242.85174947325834,240
3,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20878.833333333332,20590,21500,242.85174947325834,240
3,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23440.958333333332,22850,26000,657.2032904136706,240
3,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23440.958333333332,22850,26000,657.2032904136706,240
3,8,False,True,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,24990.458333333332,24660,26150,322.9825174792317,240
3,8,False,True,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,24990.458333333332,24660,26150,322.9825174792317,240
3,8,False,True,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29191.125,28420,32230,990.723633365195,240
3,8,False,True,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29191.125,28420,32230,990.723633365195,240
3,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20633.791666666668,20400,21170,195.23543034984425,240
3,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20633.791666666668,20400,21170,195.23543034984425,240
3,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23352.916666666668,22700,25850,706.882116331209,240
3,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23352.916666666668,22700,25850,706.882116331209,240
3,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25308.083333333332,24870,27930,618.4224497775682,240
3,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25308.083333333332,24870,27930,618.4224497775682,240
3,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29432.041666666668,28360,32100,1261.8348075707938,240
3,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29432.041666666668,28360,32100,1261.8348075707938,240
3,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,21332.083333333332,20920,21920,213.59578582505372,240
